Date,Ticker,ret_1,ret_5,ret_20,dist_sma10,dist_sma20,dist_sma50,pct_52w,vol_z20,rsi14
2018-03-14,AAPL,-0.00850131451000391,0.019482750782035207,0.0857977364361513,0.004288843224475614,0.015025881483364482,0.037769727696092326,0.8794132611863399,-0.8234128351894503,0.6236465098827655
2018-03-14,AMD,-0.024055041098527963,-0.07189543553075795,-0.03565365753943117,-0.03573553889730632,-0.04829726649283375,-0.060737876138757044,0.13768118941685267,0.45015552946661536,0.4263802307661758
2018-03-14,AMZN,0.001775698923243585,0.02977350228812692,0.12477113327284517,0.025904275356622406,0.048339625473339747,0.1299331117028928,0.981948352358535,-1.017562029715874,0.787088015678068
2018-03-14,AVGO,-0.0024116010275549993,0.054806781150281036,0.05991215624607715,0.0322236610168697,0.03708137234752562,0.029954502409146922,0.7355679578248628,0.6789699163510416,0.6073749989276991
2018-03-14,GOOGL,0.007877854936461981,0.03035768454036436,0.08988367082463067,0.02476988779884061,0.03080047959287158,0.02792025087097105,0.7849876685341934,0.4202584909331013,0.5827425897204295
2018-03-14,META,0.012700629384306383,0.0026127681829284377,0.06375979426197764,0.01490481081752458,0.019708788901269352,0.009349863993462961,0.586238547798342,-0.7290738899857221,0.5767868751346876
2018-03-14,MSFT,-0.005931731577841992,-0.00010632813987832002,0.04965889030956472,-0.004476275237660064,0.0028961026291270168,0.029582775133687036,0.7598198512637446,0.6079570630002982,0.5771474663089508
2018-03-14,NFLX,0.017949799995285343,0.0012142985627490166,0.2450149125764165,0.01756647580108946,0.07459321233152878,0.21720949329541311,0.9241388738223726,-0.3862908645610223,0.7169414213936947
2018-03-14,NVDA,0.0041580479964742345,0.02853102632554827,0.06991604745195934,0.027375639526741085,0.022478679145770078,0.06373060849173068,0.9798153582477904,-0.7063862073825968,0.576325708840879
2018-03-14,SPY,-0.0051313783101542,0.009238550284512925,0.03496271966121012,0.0054272284552440535,0.007611292504281354,0.003496594668273249,0.6103645552739757,-0.0005769778000310403,0.5750634543799172
2018-03-14,TSLA,-0.044494497652946774,-0.017062906429053393,0.009176293941952407,-0.019173308314452193,-0.03073986393251231,-0.029052617051916713,0.34489349671966857,1.8398612929895737,0.39748175973617095
2018-03-15,AAPL,0.0011765544683230988,0.009664155727103774,0.06739569571966642,0.0034091575353808806,0.012970280489567899,0.03813465606481719,0.8871318134769258,-1.5497837684577684,0.574186700886469
2018-03-15,AMD,0.0088028507475304,-0.0426065344615425,-0.0606557198924037,-0.023600583093816692,-0.03693432083656294,-0.053221191360335096,0.173913208670709,0.015184616609643205,0.4025559077691149
2018-03-15,AMZN,-0.005455760159082668,0.019627994143714966,0.09046552005704545,0.01449364544186252,0.0381304167666518,0.1175253025730563,0.960745279431004,-1.101060342788291,0.7311832461079845
2018-03-15,AVGO,0.02751447707686938,0.08426843052902244,0.0811595306521038,0.050451245546955834,0.06137102559769929,0.05823042027695005,0.8978952089592179,1.9166299438394256,0.6273791802205122
2018-03-15,GOOGL,0.0014970331142600823,0.01879787187948323,0.07262989353457394,0.019104678888847888,0.02874804319871713,0.028035245824025817,0.7945507866503814,-0.5104814221187325,0.5513825061859865
2018-03-15,META,-0.0017915970978694684,0.008336042437666835,0.024175615728432298,0.008684613305298225,0.016660513820482132,0.007272148447641568,0.570897130969895,-1.2004664724642156,0.5095353541253604
2018-03-15,MSFT,0.003515875399321855,-0.002647481964159981,0.03711031335016579,-0.0023835650593166642,0.004613242855578324,0.031249556084742603,0.7869607774651826,-0.3359837881192187,0.5051096328933763
2018-03-15,NFLX,-0.0014305441534467889,0.012902196649497322,0.2071052493905663,0.0063340505134784515,0.0632682471575527,0.20452322579643803,0.9206105201190445,-1.4451580164540778,0.6896031232738473
2018-03-15,NVDA,0.002412249214145845,0.03383360974923266,0.03344775420578383,0.0226186818348049,0.023247964518755625,0.06174572829747586,0.9916890578658453,-1.1858544600539764,0.5426351655258321
2018-03-15,SPY,-0.0010899519355428433,0.0032832277286900524,0.020067284831831955,0.0016608912338412646,0.0055175501302177805,0.0019477692062107993,0.5999996427095362,-0.7349539337422367,0.5050645659408758
2018-03-15,TSLA,-0.003153405592199232,-0.010635076662112164,0.010207578839241949,-0.02069885331299242,-0.03426775376112175,-0.03240606325921178,0.3229786554344047,0.768652528332906,0.35378676465200354
2018-03-16,AAPL,-0.0035259690382052344,-0.010889916161314961,0.029077076118262157,-0.0011443161873445574,0.007961173065729361,0.0336946118015341,0.8639731773893695,0.888165814286938,0.47417072714290887
2018-03-16,AMD,0.0008726203183724301,-0.01965808085348797,-0.05906475292362989,-0.019909407865398805,-0.033168942982006115,-0.0522697368343649,0.17753647970292338,-0.783681913286768,0.3297490177521174
2018-03-16,AMZN,-0.006724274466889391,-0.004566551604101243,0.07519705546781297,0.00307812567298028,0.027444957347181546,0.10427876472006108,0.9347548727362683,0.3398871954794273,0.649132776547324
2018-03-16,AVGO,-0.04814019375706802,0.0042953070772517865,0.012071747504781793,-0.001684280723647417,0.009668076939415224,0.00848749629111135,0.6060678837955105,3.466954502968411,0.5142690107709424
2018-03-16,GOOGL,-0.01407079864627847,-0.022759435936629213,0.03945528757615513,0.0003103510698074411,0.012324042356280143,0.012793564566200698,0.7045313007768347,2.001944445439922,0.4788818366887593
2018-03-16,META,0.006689839852173085,-0.0007557487631846271,0.028506176631176716,0.01073588151282948,0.02201227111080062,0.013963975125783007,0.6280794892657462,2.087279806071151,0.5027138445868186
2018-03-16,MSFT,0.004459796856852494,-0.020095147283658576,0.020936776814667102,0.0004230443051120729,0.008050588726518813,0.03388936740845791,0.8215093822182656,3.0691380450040002,0.46203756346949754
2018-03-16,NFLX,-0.008221944504559597,-0.03919258429486472,0.1362258703749295,-0.007353245792491236,0.04790177126320615,0.18454153034455334,0.900360583556064,-0.978667374542354,0.6393895080537915
2018-03-16,NVDA,0.004572019942930439,0.020991846150195892,0.016777422882190418,0.021454236285744284,0.027055260610059233,0.06314658750775087,0.9999999992113601,-1.0853266404450126,0.5481713055735606
2018-03-16,SPY,0.0010846220860223355,-0.012807709363646724,0.008307858346551455,0.00048129249879687606,0.0061908966626999925,0.0026817278945721625,0.6103026289853158,-0.11281521583147668,0.44945934786074604
2018-03-16,TSLA,-0.01305288982206032,-0.017788939977718354,-0.03807591820662071,-0.029461999711184777,-0.04507198902991788,-0.04526861007265283,0.2325526184330809,0.44142853429340273,0.2981082601008085
2018-03-19,AAPL,-0.015279489579670846,-0.03532897896498499,0.016644447126329176,-0.015566739125914332,-0.00824576635953462,0.01754901535024372,0.7639710323696144,0.015069716468577141,0.42474406702631506
2018-03-19,AMD,-0.0034873549190761466,-0.007812512935035265,-0.032994873072561215,-0.019305002748738725,-0.034954385877090495,-0.05449669833521456,0.16304374110820963,-0.34016666512931615,0.2977940993569228
