Date,Ticker,label
2020-06-22,INTC,0
2020-06-22,INTU,0
2020-06-22,JNJ,0
2020-06-22,JPM,1
2020-06-22,KO,0
2020-06-22,LLY,0
2020-06-22,LULU,0
2020-06-22,MA,0
2020-06-22,MCD,0
2020-06-22,META,0
2020-06-22,MRK,0
2020-06-22,MS,0
2020-06-22,MSFT,0
2020-06-22,MU,0
2020-06-22,NFLX,0
2020-06-22,NKE,0
2020-06-22,NOW,0
2020-06-22,NVDA,0
2020-06-22,ORCL,0
2020-06-22,PANW,0
2020-06-22,PEP,0
2020-06-22,PFE,1
2020-06-22,QCOM,0
2020-06-22,RTX,1
2020-06-22,SBUX,1
2020-06-22,SPY,0
2020-06-22,T,1
2020-06-22,TGT,0
2020-06-22,TMO,0
2020-06-22,TSLA,0
2020-06-22,TXN,0
2020-06-22,UNH,0
2020-06-22,V,0
2020-06-22,WFC,1
2020-06-22,WMT,0
2020-06-22,XOM,1
2020-06-23,AAPL,0
2020-06-23,ABBV,0
2020-06-23,ABT,0
2020-06-23,ADBE,0
2020-06-23,ADI,0
2020-06-23,AMAT,0
2020-06-23,AMD,0
2020-06-23,AMZN,0
2020-06-23,AVGO,0
2020-06-23,AXP,1
2020-06-23,BA,0
2020-06-23,BAC,1
2020-06-23,BKNG,0
2020-06-23,BLK,0
2020-06-23,C,1
2020-06-23,CAT,0
2020-06-23,COST,0
2020-06-23,CRM,0
2020-06-23,CSCO,0
2020-06-23,CVX,1
2020-06-23,DE,0
2020-06-23,DIS,0
2020-06-23,GOOGL,0
2020-06-23,GS,0
2020-06-23,HD,0
2020-06-23,HON,1
2020-06-23,IBM,1
2020-06-23,INTC,0
2020-06-23,INTU,0
2020-06-23,JNJ,0
2020-06-23,JPM,1
2020-06-23,KO,0
2020-06-23,LLY,0
2020-06-23,LULU,0
2020-06-23,MA,0
2020-06-23,MCD,0
2020-06-23,META,0
2020-06-23,MRK,0
2020-06-23,MS,0
2020-06-23,MSFT,0
2020-06-23,MU,0
2020-06-23,NFLX,0
2020-06-23,NKE,0
2020-06-23,NOW,0
2020-06-23,NVDA,0
2020-06-23,ORCL,0
2020-06-23,PANW,0
2020-06-23,PEP,0
2020-06-23,PFE,1
2020-06-23,QCOM,0
2020-06-23,RTX,1
2020-06-23,SBUX,1
2020-06-23,SPY,0
2020-06-23,T,0
2020-06-23,TGT,0
2020-06-23,TMO,0
2020-06-23,TSLA,0
2020-06-23,TXN,0
2020-06-23,UNH,0
2020-06-23,V,0
2020-06-23,WFC,1
2020-06-23,WMT,0
2020-06-23,XOM,1
2020-06-24,AAPL,0
2020-06-24,ABBV,0
2020-06-24,ABT,0
2020-06-24,ADBE,0
2020-06-24,ADI,0
2020-06-24,AMAT,0
2020-06-24,AMD,0
2020-06-24,AMZN,0
2020-06-24,AVGO,0
2020-06-24,AXP,1
2020-06-24,BA,0
2020-06-24,BAC,1
2020-06-24,BKNG,1
2020-06-24,BLK,0
2020-06-24,C,1
2020-06-24,CAT,1
2020-06-24,COST,0
2020-06-24,CRM,0
2020-06-24,CSCO,0
2020-06-24,CVX,1
2020-06-24,DE,1
2020-06-24,DIS,1
2020-06-24,GOOGL,0
2020-06-24,GS,1
2020-06-24,HD,0
2020-06-24,HON,1
2020-06-24,IBM,1
2020-06-24,INTC,0
2020-06-24,INTU,0
2020-06-24,JNJ,0
2020-06-24,JPM,1
2020-06-24,KO,1
2020-06-24,LLY,0
2020-06-24,LULU,0
2020-06-24,MA,0
2020-06-24,MCD,0
2020-06-24,META,0
2020-06-24,MRK,0
2020-06-24,MS,0
2020-06-24,MSFT,0
2020-06-24,MU,1
2020-06-24,NFLX,0
2020-06-24,NKE,0
2020-06-24,NOW,0
2020-06-24,NVDA,0
2020-06-24,ORCL,0
2020-06-24,PANW,0
2020-06-24,PEP,0
2020-06-24,PFE,1
2020-06-24,QCOM,0
2020-06-24,RTX,1
2020-06-24,SBUX,1
2020-06-24,SPY,0
2020-06-24,T,1
2020-06-24,TGT,0
2020-06-24,TMO,0
2020-06-24,TSLA,0
2020-06-24,TXN,0
2020-06-24,UNH,0
2020-06-24,V,0
2020-06-24,WFC,1
2020-06-24,WMT,0
2020-06-24,XOM,1
2020-06-25,AAPL,0
2020-06-25,ABBV,0
2020-06-25,ABT,0
2020-06-25,ADBE,0
2020-06-25,ADI,0
2020-06-25,AMAT,0
2020-06-25,AMD,1
2020-06-25,AMZN,0
2020-06-25,AVGO,0
2020-06-25,AXP,1
2020-06-25,BA,1
2020-06-25,BAC,1
2020-06-25,BKNG,1
2020-06-25,BLK,0
2020-06-25,C,1
2020-06-25,CAT,1
2020-06-25,COST,0
2020-06-25,CRM,0
2020-06-25,CSCO,0
2020-06-25,CVX,1
2020-06-25,DE,0
2020-06-25,DIS,1
2020-06-25,GOOGL,0
2020-06-25,GS,0
2020-06-25,HD,0
2020-06-25,HON,1
2020-06-25,IBM,1
2020-06-25,INTC,0
2020-06-25,INTU,0
2020-06-25,JNJ,0
2020-06-25,JPM,1
2020-06-25,KO,0
2020-06-25,LLY,0
2020-06-25,LULU,0
2020-06-25,MA,0
2020-06-25,MCD,1
2020-06-25,META,0
2020-06-25,MRK,0
2020-06-25,MS,0
2020-06-25,MSFT,0
2020-06-25,MU,0
2020-06-25,NFLX,0
2020-06-25,NKE,0
2020-06-25,NOW,0
2020-06-25,NVDA,0
2020-06-25,ORCL,0
2020-06-25,PANW,0
2020-06-25,PEP,0
2020-06-25,PFE,1
2020-06-25,QCOM,0
2020-06-25,RTX,1
2020-06-25,SBUX,1
2020-06-25,SPY,0
2020-06-25,T,1
2020-06-25,TGT,0
2020-06-25,TMO,0
2020-06-25,TSLA,0
2020-06-25,TXN,0
2020-06-25,UNH,0
2020-06-25,V,0
2020-06-25,WFC,1
2020-06-25,WMT,0
2020-06-25,XOM,1
2020-06-26,AAPL,0
2020-06-26,ABBV,0
2020-06-26,ABT,0
2020-06-26,ADBE,0
2020-06-26,ADI,0
2020-06-26,AMAT,0
2020-06-26,AMD,1
